Nama_Ibu,Alamat,Kecamatan,Desa,Nomer_NIK,TB_Ibu,BB_Ibu,IMT,Usia_ibu,Pendidikan_Ibu,Pekerjaan_ibu,Pendidikan_AYAH,Pekerjaan_Ayah,Jumlah_PendapatanKeluarga,NominalGaji,Status_Pernikahan,UsiaPertamaMenikahIbu,Kepemilikan_KK,JumlahAnak,Nama_BADUTA,UsiaBaduta,JenisKelamin,PersalinanOleh,BB_Lahir,PanjangLahir,Riwayat_Imunisasi,RiwayatDiare_2mgguTerakhir,RiwayatISPA_2mgguTerakhir,Punya_AkteLahir,BB_Baduta,PB_Baduta,StatusGizi_Baduta,Baduta_Dapat_ASI_Ekslusif,Baduta_DapatMPASI,Baduta_DapatPMT,PMT_DihabiskanAtauTidak,AlasanMendapat_PMT,BadutaDitimbang_Minimal8x,Baduta_DapatZinc_saatDiare,PernahCacingan,PernahMinum_ObatCacing,Bumil_DapatFolat_Fe,Ibu_DapatKonseling_PromosiASI,Ibu_DapatKonseling_PromosiMPASI,Punya_Sal_AirBersih,Punya_Jamban,GunainJamban_BAB,Ada_SepticTank,IBU_CuciTanganSabun_SBLMMakan,IBU_CuciTanganSabun_SetelahBAB,Anak_CuciTanganSabun_SebelumMakan,Anak_CuciTanganSabun_SetelahBAB,Anak_GunakanAlasKakiSaatMAin,Ibu_DapatBantuanBeras,Kel_KonsumsiSayuran,Kel_KonsumsiBuahBuahan,AdaYAnKes_diRumahTinggal,CaraPergi_KePuskesmas,JarakRumahKeYANKES,IBU_PakaiKB,JenisKB,Kepemilikan_BPJS,KewajibanMendidikAnak,YangJagaAnak_SetiapHari,PAUD_SekitarRumah,IbuMenyekolahkanAnak_KePAUD,Ibu_DapatInformasi_Gizi,Status_Stunting
Amity Bottjer,2 Kings Alley,Colorado,United States,3.60E+15,151,51,2,30,2,1,3,1,2,3800000,1,24,1,1,Amity Bottjer,4,1,1,3000,50,1,1,1,1,7,61,3,2,2,2,#NULL!,,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1 km,2,,1,1,1,2,2,2,Tidak Stunting
Constance Borrett,03 Forest Dale Pass,West Virginia,United States,3.60E+15,152,61,3,32,1,1,1,1,1,400000,1,19,1,2,Constance Borrett,5,1,2,3000,49,2,1,1,2,9,69,3,1,2,2,2,,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,4 km,1,Suntik 3 ,1,1,1,2,1,2,Tidak Stunting
Marietta Pittoli,218 Kensington Avenue,Indiana,United States,3.60E+15,147,55,3,21,1,1,2,1,1,500000,1,19,1,2,Marietta Pittoli,7,1,1,3300,49,2,1,1,1,6,66,1,1,1,1,2,semua dapat,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,200 m,1,suntik 3 ,1,1,1,1,2,1,Tidak Stunting
Gorden Selwyne,1005 Del Sol Point,Virginia,United States,3.60E+15,150,40,1,21,1,1,1,1,1,200000,1,17,1,1,Gorden Selwyne,18,2,2,#NULL!,#NULL!,2,2,1,2,9,72,3,1,1,1,1,semua dapat,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1 km,1,suntik 3 ,1,1,1,1,2,1,Stunting
Osbourn Clues,0 Acker Drive,California,United States,3.60E+15,155,65,3,24,1,2,1,1,1,2000000,1,18,1,1,Osbourn Clues,11,2,1,3800,49,2,2,1,1,10,72,3,2,1,2,#NULL!,,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,100 m,1,suntik 3 ,1,1,3,1,2,1,Tidak Stunting
Brod Stickford,7 Meadow Vale Court,Idaho,United States,3.60E+15,151,50,2,33,1,1,1,1,1,500000,1,23,1,2,Brod Stickford,22,2,1,3300,43,2,2,1,2,9,77,3,1,2,1,1,Semua dapat,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,200 m,1,suntik 3 ,2,2,1,1,1,1,Stunting
Myrta Brady,3 Lakewood Gardens Terrace,Connecticut,United States,3.60E+15,146,60,3,21,2,1,1,1,1,700000,1,19,1,1,Myrta Brady,8,2,1,3300,50,2,2,1,2,5,65,1,1,1,2,#NULL!,,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,200 m,1,suntik 3 ,1,1,1,1,1,1,Tidak Stunting
Peri Lyste,74 Pine View Road,Colorado,United States,3.60E+15,151,48,2,32,1,1,1,1,1,700000,1,17,1,3,Peri Lyste,14,2,2,#NULL!,#NULL!,2,2,1,1,7,70,3,1,2,1,2,Semua dapat,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,200 m,1,Suntik 3 ,1,1,1,2,1,1,Stunting
Jammie Rameau,100 Spenser Street,Maryland,United States,3.60E+15,149,60,3,26,1,1,1,1,1,2000000,1,17,1,3,Jammie Rameau,1,1,1,2100,45,#NULL!,#NULL!,#NULL!,#NULL!,2.5,47,1,2,2,2,#NULL!,,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,5 km,2,,1,1,1,1,1,1,Stunting
Kitti Mulberry,9758 Pine View Junction,California,United States,3.60E+15,149,60,3,26,1,1,1,1,1,2000000,1,17,1,3,Kitti Mulberry,1,1,1,2500,45,2,2,2,1,3.1,49,3,2,2,2,#NULL!,,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,5 km,2,,1,1,1,1,1,1,Stunting
Cosette Mayoral,39491 Red Cloud Terrace,West Virginia,United States,3.60E+15,143,61,3,29,1,1,1,1,1,1500000,1,19,1,2,Cosette Mayoral,20,1,1,3000,49,2,2,1,2,9,82,2,2,1,1,1,Semua Dapat,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2 km,1,suntik 3 ,1,1,1,2,1,1,Tidak Stunting
Bartolomeo Gasking,50213 Alpine Park,Utah,United States,3.60E+15,141,44,2,39,1,1,0,1,1,1500000,1,15,1,4,Bartolomeo Gasking,13,2,2,#NULL!,#NULL!,1,2,1,1,6,73,1,1,1,1,1,Semua Dapat,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1 km,2,1,1,1,1,2,2,2,Tidak Stunting
Annaliese Scurrey,080 Cordelia Court,Kansas,United States,3.60E+15,152,61,2,33,1,1,1,1,1,2000000,1,18,1,3,Annaliese Scurrey,9,1,1,3200,48,2,2,1,2,9,69,3,2,1,1,1,Semua Dapat,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1 km,1,Suntik 3 ,1,1,1,1,1,2,Tidak Stunting
Regan Speirs,8882 Mallory Terrace,Florida,United States,3.60E+15,147,48,2,24,3,1,3,1,1,2000000,1,22,1,1,Regan Speirs,18,1,1,3400,#NULL!,2,2,2,1,12,81,3,2,2,1,1,Semua dapat,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,800 m,1,Suntik 3 ,1,1,1,1,1,1,Tidak Stunting
Constance State,572 Portage Road,New York,United States,3.60E+15,144,54,3,38,1,1,1,1,1,1000000,1,20,1,3,Constance State,0.46,1,1,2900,47,1,2,2,2,3.1,47,3,1,2,2,#NULL!,,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,1,1,500 m,2,,1,1,1,1,1,1,Stunting
Addison Blackborn,8 Maple Wood Lane,Kentucky,United States,3.60E+15,150,48,2,30,3,1,1,1,1,300000,1,26,1,2,Addison Blackborn,16,2,1,2600,74,1,2,1,2,10,75,3,1,1,2,#NULL!,,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,100 m,1,Pil,2,1,1,1,2,1,Tidak Stunting
Manon Raddin,2076 Moulton Junction,New York,United States,3.60E+15,154,34,1,23,3,1,3,1,2,2400000,1,22,2,1,Manon Raddin,6,1,1,3400,52,2,2,2,1,7.5,60,4,1,1,2,#NULL!,,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,500 m,1,Suntik 3 ,1,1,1,1,1,1,Stunting
Hedi Thackeray,22 Pine View Pass,Pennsylvania,United States,3.60E+15,148,56,3,25,3,1,3,1,1,1000000,1,23,1,1,Hedi Thackeray,2,1,1,3000,49,1,2,2,2,4.9,55,3,1,1,2,#NULL!,,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,500 m,1,obat pil,1,1,1,1,1,2,Tidak Stunting
Irene Groombridge,1 Susan Alley,Utah,United States,3.60E+15,151,54,2,32,1,1,1,1,1,1500000,1,21,1,2,Irene Groombridge,3,1,1,3000,47,2,2,1,1,4.9,63,3,1,2,2,#NULL!,,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,200 m,2,,1,1,1,1,2,1,Tidak Stunting
Robin Sanzio,79 Thackeray Lane,California,United States,3.60E+15,153,40,1,21,3,1,4,1,1,500000,1,20,1,1,Robin Sanzio,14,2,1,3300,50,2,2,1,1,8,78,2,1,1,1,1,semua dapat,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,500 m,1,suntik 3 ,1,1,1,1,1,1,Tidak Stunting
Pammi Yushmanov,28590 Debs Point,Pennsylvania,United States,3.60E+15,154,52,2,18,1,1,2,1,2,3500000,1,17,1,1,Pammi Yushmanov,3,2,1,3100,48,2,2,1,1,5.3,57,3,1,2,1,1,semua dapat,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,500 m,1,suntik 3 ,1,1,1,1,2,2,Tidak Stunting
Renard Coleford,566 American Ash Lane,California,United States,3.60E+15,153,64,3,33,2,1,3,1,1,20000000,1,16,1,4,Renard Coleford,2,1,1,3800,50,2,2,2,2,#NULL!,55,3,1,2,2,#NULL!,,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,500 m,1,suntik 1 ,2,1,1,1,2,1,Tidak Stunting
Foster Biss,8107 Karstens Circle,Missouri,United States,3.17E+15,163,55,2,38,1,1,1,1,1,500000,1,23,1,3,Foster Biss,5,1,1,3700,55,1,2,2,1,6,51,3,2,2,1,2,Semua baduta dapat,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,500 m,1,suntik 3 ,2,1,1,1,1,1,Stunting
Randie Dawley,9315 8th Plaza,Georgia,United States,3.60E+15,165,54,2,33,1,1,3,1,1,1000000,1,21,1,4,Randie Dawley,0.32,2,1,3200,51,1,2,2,1,3.2,60,3,1,2,2,#NULL!,,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,200 m,2,,1,1,1,1,1,1,Tidak Stunting
Gaby Mowatt,472 Hoard Point,Ohio,United States,3.60E+15,151,72,3,30,1,1,1,1,1,2000000,1,18,1,3,Gaby Mowatt,6,1,1,3500,37,2,2,1,1,#NULL!,58,3,1,1,2,#NULL!,,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,100 m,1,pil,2,1,1,1,2,1,Stunting
Heath Figin,93634 Laurel Drive,Connecticut,United States,3.60E+15,150,56,2,22,2,1,3,1,2,3800000,1,20,1,1,Heath Figin,2,1,1,3700,49,2,2,1,2,#NULL!,75,3,2,2,2,#NULL!,,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,500 m,1,suntik 3 ,1,1,1,1,1,1,Tidak Stunting
Koressa McCroary,96449 Prentice Pass,Oklahoma,United States,3.60E+15,156,59,2,30,0,1,1,1,1,1000000,1,21,1,2,Koressa McCroary,18,1,2,#NULL!,#NULL!,2,2,1,1,#NULL!,79,3,2,2,1,2,semua dapat,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,400 m,1,suntiik 3 ,1,1,1,1,2,1,Stunting
Victoir Dumbell,36 Brickson Park Circle,New York,United States,3.60E+15,150,47,2,30,2,1,2,1,2,3800000,1,23,1,2,Victoir Dumbell,23,1,1,3200,#NULL!,1,2,2,1,#NULL!,80,1,1,1,2,#NULL!,,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,100 m,1,suntik 3 ,2,1,1,1,1,1,Stunting
Paolo Wolfenden,5353 Division Way,Louisiana,United States,3.60E+15,149,49.5,2,26,3,2,1,1,1,2000000,1,21,1,2,Paolo Wolfenden,23,1,1,3000,#NULL!,1,1,1,1,#NULL!,77,2,1,1,1,1,semua dapat,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,800 m,1,implan,1,1,1,1,1,1,Stunting
Hollyanne Hanstock,5 Reinke Road,North Carolina,United States,3.60E+14,150,62,3,34,1,1,2,1,1,2000000,1,20,1,3,Hollyanne Hanstock,20,2,1,3000,48,1,2,1,1,7,66,3,1,1,1,1,semua dapat,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,500 m,1,suntik 1 ,1,1,1,1,1,1,Tidak Stunting
Vivi Spadazzi,48 Merchant Street,Maryland,United States,3.60E+15,148,42,2,21,1,1,1,1,1,1000000,1,19,1,1,Vivi Spadazzi,9,1,1,3100,#NULL!,2,2,1,2,10,78,3,1,1,1,2,semua dapat,1,2,2,2,1,2,2,1,1,1,1,2,2,#NULL!,#NULL!,#NULL!,2,1,2,1,1,500 m,1,suntik 3 ,1,1,1,1,#NULL!,2,Stunting
Eartha Bwy,64 Fieldstone Avenue,Tennessee,United States,3.60E+15,145,40,2,45,0,1,1,0,1,#NULL!,1,15,1,9,Eartha Bwy,24,2,2,3500,#NULL!,1,2,1,2,9.8,75,3,1,1,1,1,semua dapat,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,200 m,2,,1,1,1,1,2,2,Tidak Stunting
Alana Taunton,6 Shopko Crossing,Louisiana,United States,3.60E+15,144,54,3,39,1,1,1,0,1,#NULL!,1,24,1,3,Alana Taunton,11,1,1,3000,50,1,1,2,1,7.5,63,3,2,1,2,#NULL!,,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,500 m,1,sutik 3 ,1,1,1,1,1,1,Tidak Stunting
Danielle Petrasek,8 Namekagon Point,Ohio,United States,3.60E+15,144,56,3,30,2,1,1,1,1,2500000,1,23,1,1,Danielle Petrasek,3,1,1,3000,50,2,2,2,2,9,75,4,1,2,2,#NULL!,,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,100 m,2,,2,1,1,1,2,1,Tidak Stunting
Jasper Stockin,7 Nobel Hill,Ohio,United States,3.60E+15,152,46,2,26,1,1,1,1,1,2000000,1,22,1,2,Jasper Stockin,12,1,2,#NULL!,#NULL!,2,2,2,1,3.4,75,3,1,1,1,1,semua dapat,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,300 m,1,suntik 3 ,2,1,1,1,2,2,Tidak Stunting
Vidovik Symington,53895 Grover Alley,Virginia,United States,3.60E+15,163,55,2,26,3,1,3,1,2,4000000,1,24,0,1,Vidovik Symington,0.46,2,1,3100,#NULL!,1,2,2,2,#NULL!,#NULL!,3,1,2,2,#NULL!,,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,500 m,2,,2,1,1,1,2,2,Tidak Stunting
Gennifer Matyushonok,412 Northport Point,New York,United States,3.60E+15,158,77,3,32,1,0,2,1,2,3000000,1,20,1,3,Gennifer Matyushonok,11,2,1,3000,47,2,2,2,1,8,66,3,1,1,2,#NULL!,,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500 meter,1,Suntik 3 ,1,1,1,1,1,1,Tidak Stunting
Cyril Stroulger,801 Amoth Plaza,Hawaii,United States,3.60E+15,164,52,2,24,1,0,1,1,1,800000,1,16,1,3,Cyril Stroulger,17,1,1,3200,49,2,2,2,1,9,75,3,2,1,1,1,Semua Baduta Dapat,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,500 meter,1,Suntik 3 ,2,1,1,1,1,2,Tidak Stunting
Sheila-kathryn Tamburo,7403 Redwing Parkway,Ohio,United States,3.28E+15,170,86,3,41,3,0,4,1,2,5000000,1,24,1,3,Sheila-kathryn Tamburo,16,1,1,3700,52,2,2,1,1,10,75,3,1,1,1,1,Semua Baduta dapat,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,500 meter,1,Suntik 3 ,2,1,1,1,1,1,Tidak Stunting
Dori Jamme,42 Bonner Street,Florida,United States,3.60E+15,158,55,2,24,1,0,1,1,1,1500000,1,18,1,2,Dori Jamme,23,2,1,2600,45,2,2,1,1,9,75,3,1,1,1,1,Semua Baduta Dapat,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,500 meter,1,Suntik 3 ,2,1,1,2,1,1,Stunting
Raye Boyat,5 Summit Avenue,California,United States,3.60E+15,149,64,3,40,1,0,1,1,1,1600000,1,18,1,6,Raye Boyat,23,1,1,#NULL!,#NULL!,2,2,2,2,8,78,2,1,1,1,1,Semua Baduta Dapat,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1 km,1,Suntik 3 ,1,1,1,1,1,1,Stunting
Spence Cymper,509 Northland Lane,California,United States,3.60E+30,145,54,3,39,1,1,1,1,1,1000000,1,15,1,5,Spence Cymper,15,2,1,3200,#NULL!,2,2,1,2,6,70,3,1,1,1,1,Semua baduta dapat,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1 km,1,Implan,1,1,1,1,1,1,Stunting
Kale Pfeffel,319 Twin Pines Avenue,Virginia,United States,3.60E+30,152,48,2,31,1,1,1,1,1,1200000,1,23,1,3,Kale Pfeffel,5,2,1,3400,48,2,2,2,2,7.6,60,4,1,2,2,#NULL!,,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1 km,1,Suntik,1,1,1,1,1,1,Tidak Stunting
Kimberli McNalley,72 Schiller Parkway,Colorado,United States,3.60E+15,156,50,2,28,1,2,1,1,1,300000,1,16,1,#NULL!,Kimberli McNalley,18,2,2,3500,39,2,2,1,1,9,75,3,2,1,1,1,Semua dapat,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,0.1 km,1,Suntik,1,1,1,1,2,1,Tidak Stunting
Lovell Stenning,39 Toban Plaza,Ohio,United States,3.60E+15,152,51,2,26,1,1,3,1,1,2200000000,1,18,1,2,Lovell Stenning,9,2,1,3500,49,2,1,1,2,8.5,70,3,1,1,1,1,Semua dapat,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,1 km,1,Suntik,2,1,1,1,1,1,Tidak Stunting
Bennie Moors,4248 Valley Edge Avenue,Illinois,United States,3.60E+15,147,36,1,25,3,1,2,1,1,1000000,1,22,1,1,Bennie Moors,17,2,1,3500,49,2,2,1,2,8.5,71,3,2,1,1,2,Semua dapat,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,1,1,0.5 km,1,Pil KB,1,1,1,1,2,2,Stunting
Jimmy Kybert,95 Prairie Rose Center,Texas,United States,3.60E+15,146,47,2,30,2,1,2,1,2,3000000,1,20,1,2,Jimmy Kybert,4.5,2,1,2500,#NULL!,2,2,1,2,6.1,60,3,1,2,2,#NULL!,,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1 km,1,Suntik,2,1,1,1,1,1,Tidak Stunting
Teddy Lethieulier,51275 Sommers Terrace,Florida,United States,3.60E+15,152,72,3,30,1,1,2,1,1,800000,1,24,1,2,Teddy Lethieulier,1,2,1,3800,49,2,2,2,2,4.7,51.5,4,1,2,2,#NULL!,,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1 km,2,,2,1,1,1,1,1,Tidak Stunting
Hyman Sharpe,23 Loeprich Junction,Texas,United States,3.60E+15,144,42,2,21,3,1,2,1,2,4000000,1,21,1,1,Hyman Sharpe,6.5,2,1,3000,48,2,2,2,2,7,64,3,1,1,1,2,Semua dapat,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1 km,2,,1,1,1,1,2,1,Tidak Stunting
Montgomery Kivelhan,59319 Sommers Lane,Tennessee,United States,3.60E+15,147,54,2,26,4,1,4,1,2,4000000,1,22,1,2,Montgomery Kivelhan,11,2,1,2800,48,2,2,1,2,7,65,3,1,1,1,1,Bervitamin,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,Suntik,1,1,1,2,2,2,Tidak Stunting
Tracey Harty,297 Wayridge Drive,Pennsylvania,United States,3.60E+15,160,55,2,27,0,1,0,0,1,#NULL!,2,0,0,1,Tracey Harty,18,2,2,#NULL!,#NULL!,2,1,1,2,10,75,3,2,2,1,1,Tidak ada pilihan,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,Suntik,1,1,1,2,2,2,Tidak Stunting
Townie Addenbrooke,25 Scofield Center,Illinois,United States,3.60E+15,152,42,2,32,1,1,1,0,1,#NULL!,1,20,1,2,Townie Addenbrooke,11,2,2,#NULL!,#NULL!,2,2,2,1,8,70,3,1,1,1,1,Semua dapat,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,75,2,,1,1,1,2,2,2,Tidak Stunting
Nobie Courtenay,83 Brickson Park Court,District of Columbia,United States,3.60E+15,145,49,2,20,1,1,1,1,1,2000000,1,19,1,1,Nobie Courtenay,14,1,1,3400,48,2,1,1,2,10,79,3,1,1,2,2,,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,Suntik,2,1,1,1,1,2,Stunting
Maurita Delatour,456 Porter Point,California,United States,3.60E+15,144,45,2,25,1,1,1,1,2,4000000,1,19,2,2,Maurita Delatour,0.5,1,1,3000,50,2,2,2,2,3,50,3,1,2,2,2,,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,5,2,,1,1,1,1,2,2,Tidak Stunting
Charleen Scandroot,6 Center Avenue,North Carolina,United States,3.60E+15,140,45,2,34,3,1,1,1,1,1500000,1,21,1,3,Charleen Scandroot,13,1,1,3100,49,1,2,1,1,10,69,4,1,1,1,1,Semua dapat,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,5,1,Implan,1,1,1,1,1,1,Stunting
Correy Creasy,01667 Express Place,Texas,United States,3.60E+15,141,44,2,43,0,1,1,1,1,1500000,1,20,1,1,Correy Creasy,18,1,1,2800,49,2,2,1,1,10,77,3,1,1,1,1,,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,5,1,Implan,1,1,1,1,1,2,Tidak Stunting
Alfie Holbarrow,6 Bartelt Pass,Florida,United States,3.60E+15,151,52,2,25,2,1,1,1,1,1500000,1,19,1,1,Alfie Holbarrow,7,1,1,2900,52,2,2,1,1,74,64,3,1,1,1,2,Karena sudah 6 ,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,5,1,Suntik,2,1,1,1,1,2,Stunting
Mortie Willoughby,7237 Sunfield Trail,New Jersey,United States,3.60E+16,154,51,2,24,3,1,3,0,2,4000000,1,18,1,2,Mortie Willoughby,10,2,1,3400,51,2,2,2,2,8,70,3,1,1,1,1,Biar Sehat,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,5,1,Suntik,2,1,1,1,2,2,Tidak Stunting
Peyton Cullabine,7 Di Loreto Court,California,United States,3.60E+15,154,49,2,50,0,1,1,0,1,#NULL!,3,18,2,1,Peyton Cullabine,2,1,1,3400,49,2,1,1,1,11,86,3,2,1,1,1,Sehat,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,5,1,Suntik,1,1,1,1,2,2,Tidak Stunting
Bunny Dailey,5940 Monument Point,Alabama,United States,3.60E+15,151,48,2,20,2,1,1,1,1,2000000,1,17,2,1,Bunny Dailey,10,2,1,2900,49,2,2,1,2,6,67,2,1,1,1,1,Semua dapat,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,1,Suntik,1,1,1,1,2,1,Tidak Stunting
Andonis Tapsfield,9 Stoughton Parkway,New Jersey,United States,,153,67,3,42,2,1,2,1,2,4000000,1,20,2,6,Andonis Tapsfield,17,2,1,2800,41,2,1,2,2,8,77,3,1,1,1,2,Agar tambah gizi,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,5,2,,2,1,1,1,2,1,Tidak Stunting
Cristal Hearley,1 Warner Drive,California,United States,3.60E+15,151,48,2,30,4,2,3,1,2,3000000,1,23,1,2,Cristal Hearley,6,1,1,3600,52,2,2,1,2,7.5,69,3,1,1,2,#NULL!,Tidak,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,Suntik3,2,1,3,1,1,1,Tidak Stunting
Berti Allwell,273 Bayside Terrace,Virginia,United States,3.60E+15,146,38,1,41,2,1,2,1,1,1000000,1,22,1,6,Berti Allwell,22,1,1,2500,45,2,2,2,1,10,77,3,1,1,1,1,TidakTahu,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,Pil,1,1,1,1,1,1,Tidak Stunting
Barbee Muck,9001 Prairie Rose Alley,Nevada,United States,3.60E+15,146,38,1,41,2,1,2,1,1,1000000,1,22,1,6,Barbee Muck,4,1,1,#NULL!,#NULL!,2,2,2,1,6,64,3,1,1,1,1,TidakTahu,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,Pil,1,1,1,1,1,1,Tidak Stunting
Danny Grene,2 Steensland Way,California,United States,#NULL!,158,63,3,36,1,1,1,1,1,500000,1,28,1,1,Danny Grene,14,2,1,#NULL!,#NULL!,1,1,1,2,8,74,3,2,1,1,1,TidakTahu,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,2,1,1,1,2,2,Tidak Stunting
Denys Hatz,4 Anthes Point,Texas,United States,3.22E+15,160,75,3,35,1,1,2,1,1,2000000,1,20,1,3,Denys Hatz,7,1,1,3200,52,1,2,2,1,8,71,3,2,1,1,1,TidakTahu,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,Suntik3,1,1,1,1,1,1,Tidak Stunting
Dalis Grahlman,170 Russell Trail,New York,United States,3.60E+15,151,68,3,25,2,1,2,1,1,1500000,1,20,1,2,Dalis Grahlman,14,2,1,3000,50,2,2,2,1,9,76,3,1,1,1,1,TidakTahu,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,Suntik3,1,1,1,1,2,1,Tidak Stunting
Fiorenze Tortoise,73 Merry Court,Georgia,United States,3.60E+15,153,55,2,38,1,1,3,1,1,1000000,1,19,1,3,Fiorenze Tortoise,3,2,1,3000,50,1,2,2,1,6,62,3,1,1,2,#NULL!,Tidak,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,Pil,1,1,1,1,1,1,Tidak Stunting
Krystle Leas,599 Fieldstone Parkway,Idaho,United States,3.36E+16,151,46,2,24,1,1,1,1,1,700000,1,17,1,2,Krystle Leas,6,1,1,3100,50,1,1,2,2,8,65,3,1,1,1,1,TidakTahu,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,Suntik3,1,1,1,1,1,2,Tidak Stunting
